"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.Dor.in","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV24","DESeq2",303.650437616338,-11.4553269963958,2.06563831421251,-5.54565962374829,2.92848029344084e-08,2.30094880198923e-07,"deseq2",2.30094880198923e-07,-11.4553269963958,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0353401887892061,0,"control",0.0353401887892061,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",6.63809304463467
"ASV248","DESeq2",19.771177591787,-7.5156296068172,3.72437988633788,-2.01795462229477,0.0435959874873695,0.0532839847067849,"deseq2",0.0532839847067849,-7.5156296068172,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00225398240476077,0,"control",0.00225398240476077,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica","Alteromonas",1.27340330501906
"ASV2656","DESeq2",32.6097604209086,-8.22835989818389,2.15357809216304,-3.82078547702878,0.000133027325517276,0.000228640715732818,"deseq2",0.000228640715732818,-8.22835989818389,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0038452898239106,0,"control",0.0038452898239106,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,3.64084642904328
"ASV27","DESeq2",192.771099020234,-10.7999953359296,2.33137877975188,-4.63244987460982,3.61363845292019e-06,1.01704646203474e-05,"deseq2",1.01704646203474e-05,-10.7999953359296,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0224421901728577,0,"control",0.0224421901728577,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,"Oceaniserpentilla",4.99265920662062
"ASV3","DESeq2",154.61437737695,-5.41804748179249,1.51294326704847,-3.58113063443702,0.000342110536399412,0.000570184227332353,"deseq2",0.000570184227332353,-5.41804748179249,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0177177965451487,0.000497512437810945,"control",0.0177177965451487,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",3.24398480049072
"ASV30","DESeq2",46.2694540247975,-8.74120607096279,3.64259336176228,-2.39972052953333,0.0164075932674643,0.0237478323608036,"deseq2",0.0237478323608036,-8.74120607096279,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0052942406903676,0,"control",0.0052942406903676,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,1.6243760254793
"ASV3131","DESeq2",29.8431846906608,-8.1066212480584,3.94791524975636,-2.0533929264461,0.0400344847850371,0.0494808238916189,"deseq2",0.0494808238916189,-8.1066212480584,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00346862885271267,0,"control",0.00346862885271267,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",1.30556307766448
"ASV319","DESeq2",96.3979912985589,-5.1731853613972,1.47553707152882,-3.50596773284537,0.00045495036967533,0.000735949127415975,"deseq2",0.000735949127415975,-5.1731853613972,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0110540438598011,0.000328899283730449,"control",0.0110540438598011,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",3.13315220529038
"ASV34","DESeq2",44.1016171529415,-8.66144629999441,1.63460474060582,-5.2988016520644,1.16565175405998e-07,5.82825877029988e-07,"deseq2",5.82825877029988e-07,-8.66144629999441,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00517273491754979,0,"control",0.00517273491754979,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,6.23446117412606
"ASV346","DESeq2",41.60189932217,1.13712658949665,1.11429560004678,1.02048916772974,0.307496524024834,0.341662804472038,"deseq2",0.341662804472038,1.13712658949665,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00201865943265118,0.00489243593463759,"contrast",0.00489243593463759,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus",NA,"Candidatus Nitrosopumilus",0.466402298613633
"ASV347","DESeq2",27.5929461959294,-7.9967704135926,3.8465284835178,-2.07895780516338,0.0376212288921258,0.0481201764899283,"deseq2",0.0481201764899283,-7.9967704135926,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00319758793963138,0,"control",0.00319758793963138,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","genovensis","Alteromonas",1.3176727884714
"ASV354","DESeq2",56.8822190095475,1.30345902395457,1.86159352377322,0.700184550122746,0.483812058887503,0.526924024530943,"deseq2",0.526924024530943,1.30345902395457,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00244422517136552,0.00699790042624184,"contrast",0.00699790042624184,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.27825199978865
"ASV37","DESeq2",37.914856326641,-3.59658647206474,1.55111586196672,-2.31870910500811,0.0204108145048317,0.0287844819939934,"deseq2",0.0287844819939934,-3.59658647206474,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00419762075933019,0.000414593698175788,"control",0.00419762075933019,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",1.54084158170909
"ASV383","DESeq2",97.6901216323595,-9.81324762750703,1.71263206520161,-5.72992169590836,1.00477005695131e-08,8.50190048189568e-08,"deseq2",8.50190048189568e-08,-9.81324762750703,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0115377206435627,0,"control",0.0115377206435627,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",7.07048398292765
"ASV39","DESeq2",30.7173936766906,-8.14108540431329,1.68257762932431,-4.83846050394868,1.30848690734192e-06,4.38069034580221e-06,"deseq2",4.38069034580221e-06,-8.14108540431329,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00358986013560726,0,"control",0.00358986013560726,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",5.35845744434802
"ASV4","DESeq2",166.95986299431,-10.5920173028383,1.55841048841077,-6.79667993869818,1.07057571209599e-11,2.35526656661118e-10,"deseq2",2.35526656661118e-10,-10.5920173028383,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0195553223042447,0,"control",0.0195553223042447,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",9.62795993275726
"ASV410","DESeq2",24.066196718537,1.32727875662252,3.11601063239075,0.425954501831776,0.670140999645903,0.70261808263592,"deseq2",0.70261808263592,1.32727875662252,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00101677681748856,0.0029761112577734,"contrast",0.0029761112577734,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","citrea","Pseudoalteromonas",0.15328067736218
"ASV42","DESeq2",22.1841991206193,-7.69077777064426,2.00210270635073,-3.84135026951858,0.000122359365019315,0.00021708919600201,"deseq2",0.00021708919600201,-7.69077777064426,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00257987048556374,0,"control",0.00257987048556374,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA,"Marinomonas",3.66336178978126
"ASV424","DESeq2",16.5198315280458,-2.49787570934839,4.19648815835402,-0.595230014977125,0.551689729559364,0.594959512269903,"deseq2",0.594959512269903,-2.49787570934839,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00171756207218812,0.000328899283730449,"control",0.00171756207218812,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","arcticus","Pseudophaeobacter",0.225512587542115
"ASV43","DESeq2",21.5261540792446,0.0487103667687659,1.84866497513492,0.0263489423037351,0.978979018132002,0.978979018132002,"deseq2",0.978979018132002,0.0487103667687659,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00144657022220995,0.00175754153270096,"contrast",0.00175754153270096,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,"Pseudoalteromonas",0.00922661606932403
"ASV441","DESeq2",68.5741090782275,3.04252896557226,3.14084207143678,0.968698487976015,0.332695647198778,0.365965211918655,"deseq2",0.365965211918655,3.04252896557226,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00128661916072842,0.0114069325932827,"contrast",0.0114069325932827,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.436560195998556
"ASV442","DESeq2",60.90266406427,-9.14042361159075,2.17074469507569,-4.21073175133203,2.54544849360851e-05,5.28300630748936e-05,"deseq2",5.28300630748936e-05,-9.14042361159075,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00702254426513058,0,"control",0.00702254426513058,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","meonggei","Colwellia",4.27711887079968
