"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.S.2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV223","DESeq2",86.4339513505482,-9.29916767788203,1.71598732889066,-5.41913539879905,5.98879501029432e-08,8.5554214432776e-07,"deseq2",8.5554214432776e-07,-9.29916767788203,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0118902614101523,0,"control",0.0118902614101523,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,"Aestuariicella",6.06775859208644
"ASV2303","DESeq2",30.6461971888965,-7.79894913299372,3.95457763018561,-1.97213201062579,0.048594538584635,0.0674924147008819,"deseq2",0.0674924147008819,-7.79894913299372,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00420326117277115,0,"control",0.00420326117277115,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",1.17074503366764
"ASV236","DESeq2",97.7508967151573,-9.47291553050247,3.91076051652899,-2.42226940014987,0.0154239114329505,0.0261422227677128,"deseq2",0.0261422227677128,-9.47291553050247,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0134912869552687,0,"control",0.0134912869552687,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",1.58265748887821
"ASV24","DESeq2",256.474036353116,-10.8656779600875,2.08892552313316,-5.20156311929695,1.97619332437922e-07,1.64682777031602e-06,"deseq2",1.64682777031602e-06,-10.8656779600875,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0353401887892061,0,"control",0.0353401887892061,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",5.78335181814205
"ASV246","DESeq2",69.6787651766438,10.0987362143671,1.90844250288153,5.29161145757296,1.21243263234369e-07,1.34714736927076e-06,"deseq2",1.34714736927076e-06,10.0987362143671,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.0150304594515178,"contrast",0.0150304594515178,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,"Vibrio",5.87058489265097
"ASV248","DESeq2",16.0904100417098,-6.87284480493084,3.81076822451676,-1.80353262124788,0.0713046070669561,0.091416162906354,"deseq2",0.091416162906354,-6.87284480493084,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00225398240476077,0,"control",0.00225398240476077,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica","Alteromonas",1.03897701170092
"ASV257","DESeq2",39.4077038710648,9.2766723777544,2.03268268975202,4.56375824152177,5.02459365455778e-06,2.28390620661718e-05,"deseq2",2.28390620661718e-05,9.2766723777544,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00882751559323985,"contrast",0.00882751559323985,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA,"Ascidiaceihabitans",4.64132173527076
"ASV2656","DESeq2",28.4403574891941,-7.68492779302665,2.25506678168894,-3.40784931755812,0.000654770411291667,0.00128386355155229,"deseq2",0.00128386355155229,-7.68492779302665,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0038452898239106,0,"control",0.0038452898239106,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,2.89148113043912
"ASV27","DESeq2",178.958034932287,-2.74435824057554,2.29879392560328,-1.1938252533251,0.232546331092798,0.273583918932704,"deseq2",0.273583918932704,-2.74435824057554,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0224421901728577,0.00416178194607268,"control",0.0224421901728577,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,"Oceaniserpentilla",0.562909433721076
"ASV3","DESeq2",151.320989864072,-1.95751857395717,0.580721777945688,-3.37083720345726,0.000749401289872886,0.00141396469787337,"deseq2",0.00141396469787337,-1.95751857395717,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0177177965451487,0.00502576406117942,"control",0.0177177965451487,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",2.84956143333274
"ASV30","DESeq2",37.8879720315093,-8.1071002955511,3.64680744340235,-2.22306782613876,0.0262112267580882,0.0416051218382353,"deseq2",0.0416051218382353,-8.1071002955511,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0052942406903676,0,"control",0.0052942406903676,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,1.38085320184538
"ASV3131","DESeq2",25.3121269814642,-7.5228756558185,3.98214198989501,-1.88915304248527,0.0588713247227428,0.0784950996303237,"deseq2",0.0784950996303237,-7.5228756558185,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00346862885271267,0,"control",0.00346862885271267,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",1.10515745497372
"ASV319","DESeq2",80.6643634661719,-9.19823838356206,1.73738912946054,-5.2942879793533,1.19481020962179e-07,1.34714736927076e-06,"deseq2",1.34714736927076e-06,-9.19823838356206,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0110540438598011,0,"control",0.0110540438598011,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",5.87058489265097
