"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.DOR1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV2656","DESeq2",28.3586722900647,-6.70215436062402,1.66004401527557,-4.03278425013586,5.51198808251403e-05,0.000103094591913688,"deseq2",0.000103094591913688,-6.70215436062402,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0038452898239106,0,"control",0.0038452898239106,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,3.98676411612914
"ASV27","DESeq2",180.998579824786,-4.13964868549952,1.64462832777734,-2.52957756821496,0.0114199927996313,0.0162453418698981,"deseq2",0.0162453418698981,-4.13964868549952,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0224421901728577,0.000662910175671197,"control",0.0224421901728577,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,"Oceaniserpentilla",1.78927114485159
"ASV3","DESeq2",154.014042375799,-2.33430809942942,0.52726290492752,-4.42475900214703,9.65500056391454e-06,1.95031011391074e-05,"deseq2",1.95031011391074e-05,-2.33430809942942,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0177177965451487,0.00297393113371387,"control",0.0177177965451487,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",4.70989632707235
"ASV30","DESeq2",51.3761108774013,-1.30017915132262,2.09529344812749,-0.626692365592231,0.530860909185267,0.558509914871999,"deseq2",0.558509914871999,-1.30017915132262,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0052942406903676,0.00135896586012595,"control",0.0052942406903676,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.252969112725674
"ASV3131","DESeq2",26.5657178665629,-5.22782764043475,2.18020338856599,-2.42678367273845,0.0152333360800673,0.0199813888842441,"deseq2",0.0199813888842441,-5.22782764043475,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00346862885271267,0,"control",0.00346862885271267,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",1.69937432773169
"ASV319","DESeq2",87.4043335443404,-4.43677980081689,1.22699884280846,-3.59300607200118,0.000326884967666339,0.000550256362238337,"deseq2",0.000550256362238337,-4.43677980081689,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0110540438598011,0.000376187341295965,"control",0.0110540438598011,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",3.25943492729523
"ASV34","DESeq2",38.9726725316625,-7.4390761475156,1.41703669305912,-5.2497964436558,1.52267375461508e-07,4.96096932955235e-07,"deseq2",4.96096932955235e-07,-7.4390761475156,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00517273491754979,0,"control",0.00517273491754979,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,6.30443345791591
"ASV347","DESeq2",25.549778696395,-5.3444273537435,2.16371366599658,-2.47305107294755,0.0133964996463447,0.0178032429510633,"deseq2",0.0178032429510633,-5.3444273537435,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00319758793963138,0,"control",0.00319758793963138,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","genovensis","Alteromonas",1.74950088154106
"ASV35","DESeq2",112.566943372681,10.0005596312258,1.19463161077534,8.32906862477593,8.14808274602312e-17,6.08928675199026e-15,"deseq2",6.08928675199026e-15,10.0005596312258,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.0190492192257916,"contrast",0.0190492192257916,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola",14.2154335740035
"ASV354","DESeq2",37.3098376369338,0.33732285481848,1.52754030446434,0.220710991261014,0.825317472715213,0.833570647442365,"deseq2",0.833570647442365,0.33732285481848,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00244422517136552,0.00291841949820013,"contrast",0.00291841949820013,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.0790575866048313
"ASV363","DESeq2",87.0518274593837,9.59751251529565,1.2396651300414,7.70689073643289,1.28920086362502e-14,4.34030957420424e-13,"deseq2",4.34030957420424e-13,9.59751251529565,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.0149199085367251,"contrast",0.0149199085367251,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax","nanhaiticus","Alcanivorax",12.3624792931663
"ASV37","DESeq2",31.9765559678115,-7.18235722506388,1.41834833414054,-5.06395673953808,4.10642871598214e-07,1.25681606155817e-06,"deseq2",1.25681606155817e-06,-7.18235722506388,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00419762075933019,0,"control",0.00419762075933019,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",5.90072827783957
"ASV383","DESeq2",89.6561543476559,-3.58196604167583,0.718150013681344,-4.96939450147451,6.71623005913318e-07,1.93811210277843e-06,"deseq2",1.93811210277843e-06,-3.58196604167583,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0115377206435627,0.000732299720063376,"control",0.0115377206435627,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",5.71262110643384
"ASV39","DESeq2",27.2965964802913,-6.9588226059523,1.43156167694241,-4.86111031264005,1.16729179834416e-06,3.10253872717789e-06,"deseq2",3.10253872717789e-06,-6.9588226059523,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00358986013560726,0,"control",0.00358986013560726,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",5.50828278875117
"ASV4","DESeq2",161.356636023844,-2.98525135642949,0.461417562252648,-6.4625008201425,1.02986587509733e-10,9.45604121680273e-10,"deseq2",9.45604121680273e-10,-2.98525135642949,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0195553223042447,0.00208129356075938,"control",0.0195553223042447,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",9.02429064346462
"ASV42","DESeq2",20.2336842332935,-6.34730483107021,1.62907819137055,-3.89206638384526,9.93940384863039e-05,0.000173082722191667,"deseq2",0.000173082722191667,-6.34730483107021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00257987048556374,0,"control",0.00257987048556374,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA,"Marinomonas",3.76174628296995
"ASV424","DESeq2",13.6663861975314,-2.98022759459107,2.37664176917002,-1.52798597708579,0.126516019654607,0.150330799824886,"deseq2",0.150330799824886,-2.98022759459107,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00171756207218812,0,"control",0.00171756207218812,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","arcticus","Pseudophaeobacter",0.822952031897201
"ASV441","DESeq2",66.5090418144953,2.48785674454153,2.08298306324139,1.18624254831956,0.235526527773973,0.267282913541251,"deseq2",0.267282913541251,2.48785674454153,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00128661916072842,0.00995024245972406,"contrast",0.00995024245972406,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.573028803278367
"ASV442","DESeq2",56.2155712411217,-7.39671842237869,1.75612714675773,-4.19938053097867,2.67646199180462e-05,5.19851271485128e-05,"deseq2",5.19851271485128e-05,-7.39671842237869,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00702254426513058,0,"control",0.00702254426513058,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","meonggei","Colwellia",4.28412088946569
"ASV45","DESeq2",41.3832623087836,-2.51201958163779,1.39786638545947,-1.79705512098931,0.0723268694844943,0.0869644502134991,"deseq2",0.0869644502134991,-2.51201958163779,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00507084540337026,0.000658327847267939,"control",0.00507084540337026,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",1.06065824429303
"ASV47","DESeq2",24.2515492973412,-5.52310565976421,2.12005685886289,-2.58647530109522,0.00969631193695298,0.0141931522555399,"deseq2",0.0141931522555399,-5.52310565976421,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0029836053566374,0,"control",0.0029836053566374,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",1.84792113835866
"ASV479","DESeq2",40.4597709074162,-7.3863197644299,1.50716360710663,-4.89899877790678,9.63262434879481e-07,2.62944610602237e-06,"deseq2",2.62944610602237e-06,-7.3863197644299,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00512784894756487,0,"control",0.00512784894756487,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA,"Thalassotalea",5.58013572619943
"ASV49","DESeq2",284.156562127011,-9.39523138999944,1.71974690811769,-5.41192842519824,6.23496119746106e-08,2.42204261901372e-07,"deseq2",2.42204261901372e-07,-9.39523138999944,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0363997527598032,0,"control",0.0363997527598032,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",6.61581821914522
"ASV495","DESeq2",90.2350041529198,4.62630882911273,1.72396357875278,2.6588590490719,0.0078405757223167,0.0118193753425968,"deseq2",0.0118193753425968,4.62630882911273,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00036624485362835,0.0147733176690437,"contrast",0.0147733176690437,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,"Oleiphilus",1.92740547543716
"ASV5","DESeq2",140.05522847544,-4.40023826698752,1.23553900329096,-3.55165607924243,0.0003828148734253,0.000623617777676698,"deseq2",0.000623617777676698,-4.40023826698752,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0178445331802186,0.000611304429605944,"control",0.0178445331802186,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,3.20508151273137
"ASV50","DESeq2",62.3523337218309,-2.43777496277912,1.24094720046317,-1.96336094785847,0.0496042481509668,0.0618522106573783,"deseq2",0.0618522106573783,-2.43777496277912,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00715702746796533,0.00104219604379222,"control",0.00715702746796533,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",1.20864477365582
"ASV506","DESeq2",38.6535404399277,-5.20770398975243,2.19590226147475,-2.49879765767484,0.0124615440885009,0.016994232435774,"deseq2",0.016994232435774,-5.20770398975243,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00503686419750105,0,"control",0.00503686419750105,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",1.76969844605214
"ASV51","DESeq2",28.9151818428626,-7.09118348477628,1.39193041557698,-5.09455720787933,3.49557272745822e-07,1.103290142104e-06,"deseq2",1.103290142104e-06,-7.09118348477628,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00375552223036324,0,"control",0.00375552223036324,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",5.95731026222466
"ASV523","DESeq2",42.1910784592063,-7.35191713747415,1.56939440097592,-4.68102120234942,2.85449412102049e-06,6.55236150506976e-06,"deseq2",6.55236150506976e-06,-7.35191713747415,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00540045096787335,0,"control",0.00540045096787335,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris","Colwellia",5.18360214981206
"ASV53","DESeq2",252.436242679028,-8.80220523415822,1.84721191579421,-4.6924455997554,2.69958332803911e-06,6.34088177051047e-06,"deseq2",6.34088177051047e-06,-8.80220523415822,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0320155532870732,0,"control",0.0320155532870732,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",5.19785034441493
"ASV543","DESeq2",30.3009241027119,-3.6190914130215,1.24675616881935,-2.87541644421035,0.00403494924854919,0.00617469506217376,"deseq2",0.00617469506217376,-3.6190914130215,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00392129002706355,0.000235117088309978,"control",0.00392129002706355,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea","Dokdonia",2.20938448520762
"ASV56","DESeq2",51.1702388731295,-7.28595276886429,1.74954238773519,-4.15352747685367,3.2738888018978e-05,6.23892016965429e-05,"deseq2",6.23892016965429e-05,-7.28595276886429,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00699521949089371,0,"control",0.00699521949089371,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA,"Candidatus Nitrosopelagicus",4.20489057136602
"ASV566","DESeq2",24.4628805195701,-6.85847182321478,1.41248489399929,-4.85545420773752,1.20111109511715e-06,3.11056975914953e-06,"deseq2",3.11056975914953e-06,-6.85847182321478,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00314781090803412,0,"control",0.00314781090803412,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA,"Psychrobium",5.50716005451293
"ASV578","DESeq2",34.274075307363,8.1279722417638,1.42379701422875,5.68519386592224,1.30664349320076e-08,5.73786925275116e-08,"deseq2",5.73786925275116e-08,8.1279722417638,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00595028435529803,"contrast",0.00595028435529803,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA,"Actibacter",7.24124935212621
"ASV579","DESeq2",48.5695127519079,-1.16714739199925,1.62696498621447,-0.718298465427126,0.472573276174552,0.502420009406628,"deseq2",0.502420009406628,-1.16714739199925,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0047618492245385,0.00169971652843673,"control",0.0047618492245385,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,0.298933072690767
"ASV582","DESeq2",36.4966537803938,-6.92587314306794,1.72548167070594,-4.00449587759367,6.21498748628875e-05,0.00011285144379919,"deseq2",0.00011285144379919,-6.92587314306794,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00464387932549564,0,"control",0.00464387932549564,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,"Oleiphilus",3.94749288027244
"ASV6","DESeq2",140.157908855713,-3.28949151455245,1.36722771991829,-2.40683119330453,0.0160916059268915,0.0208365666489236,"deseq2",0.0208365666489236,-3.28949151455245,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0171588790002443,0.00116009280742459,"control",0.0171588790002443,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",1.68117384047171
"ASV613","DESeq2",112.069387359701,9.98687139290783,1.19955947691981,8.2825355599856,1.20579935682975e-16,6.08928675199026e-15,"deseq2",6.08928675199026e-15,9.98687139290783,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.0192020071471231,"contrast",0.0192020071471231,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","HTCC5015",NA,"HTCC5015",14.2154335740035
"ASV62","DESeq2",26.2221685296963,-6.40218533520291,1.7922116266479,-3.56167504150273,0.000368496304512468,0.000610133225504251,"deseq2",0.000610133225504251,-6.40218533520291,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00337154440198302,0,"control",0.00337154440198302,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA,"Lentimonas",3.21457532435976
"ASV651","DESeq2",38.2483095149721,-7.42843606761452,1.40573649643371,-5.28449582980602,1.2605142036885e-07,4.24373115241796e-07,"deseq2",4.24373115241796e-07,-7.42843606761452,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00506928591080089,0,"control",0.00506928591080089,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",6.37225213719287
"ASV66","DESeq2",115.903164413711,0.960689696670242,1.00362451041123,0.95716272935287,0.338485125718553,0.371597801060586,"deseq2",0.371597801060586,0.960689696670242,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00656429195776298,0.0113199877019034,"contrast",0.0113199877019034,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,"Vibrio",0.429926864619405
"ASV691","DESeq2",40.5093658393906,1.59643612583106,0.849049603117604,1.87982764955213,0.060131570876432,0.0740644958356052,"deseq2",0.0740644958356052,1.59643612583106,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0016416434998056,0.00476391953169477,"contrast",0.00476391953169477,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,"Dokdonia",1.13038992910357
"ASV714","DESeq2",50.1005677172267,-7.77231641533639,1.42105346744962,-5.46904758100007,4.52460284113869e-08,1.82793954782003e-07,"deseq2",1.82793954782003e-07,-7.77231641533639,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00659960015119434,0,"control",0.00659960015119434,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,"Aliiglaciecola",6.73803817101045
"ASV72","DESeq2",26.8574316766785,-5.48044416763554,2.14810901996914,-2.54508159721128,0.0109252205226898,0.0157635324684524,"deseq2",0.0157635324684524,-5.48044416763554,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00327971582640429,0,"control",0.00327971582640429,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,NA,1.80234645438131
"ASV725","DESeq2",70.0928530013612,3.83292703909145,1.908705356201,1.99245903095034,0.0463207160167051,0.0584799039710902,"deseq2",0.0584799039710902,3.83292703909145,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.000444839857651246,0.0114318183355543,"contrast",0.0114318183355543,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola",1.23299334919759
"ASV76","DESeq2",384.075055321024,-10.1966101177277,1.5435755542016,-6.60036871705817,4.10136440005312e-11,5.91768292007664e-10,"deseq2",5.91768292007664e-10,-10.1966101177277,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0492695738128566,0,"control",0.0492695738128566,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",9.22784830881889
